"kickLength","hangTime","speedOfClosestCoverage","distanceToClosestCoverage","netCoverage","kickTeamWithin5","receivingTeamWithin5","yardsTillTouchdown","gameId","playId"
67,3.95,8.23,36.6981866037002,0,0,0,75,2020122705,3423
67,3.93,9.05,35.4977647183594,0,0,0,75,2020122708,1905
68,3.89,9.52,37.8929399756736,0,0,0,75,2020122709,1312
70,3.46,8.67,44.631886583473,0,0,0,75,2020121700,430
68,NA,9.1,37.9572496369271,0,0,0,75,2020121700,1358
69,4.02,9.32,38.3024137620594,0,0,0,75,2020121700,3597
69,3.96,8.68,35.3246712652786,0,0,0,75,2020122003,2566
67,4.34,9.62,34.59552716754,0,0,0,75,2020122007,3637
66,3.85,9.11,35.2164578002956,0,0,0,75,2020121306,40
67,4.17,7.99,34.4746414049515,0,0,0,75,2020121306,2512
71,4.11,7.79,39.377822438525,0,0,0,75,2020121308,3479
71,3.95,9.93,39.4247701324941,0,0,0,75,2020120607,1159
70,3.9,9.82,38.6757184807212,0,0,0,75,2020120609,3681
67,3.85,9.29,36.4067301470484,0,0,0,75,2020120800,556
68,3.69,8.89,41.1466061783958,0,0,0,75,2020112902,1535
67,4.51,10.37,33.4897028950691,0,0,0,75,2020112907,1472
69,NA,8.96,43.4835198667265,0,0,0,75,2020112911,573
69,4.11,10.24,36.3305505050501,0,0,0,75,2020112203,2123
71,3.74,9.13,42.9973975956685,0,0,0,75,2020112212,772
69,3.79,9.04,41.5830602529443,0,0,0,75,2020112212,2906
67,4.08,8.96,36.1302712417164,0,0,0,75,2020112212,3772
70,3.73,9.53,41.8859463304818,0,0,0,75,2020111200,226
66,4.08,7.93,31.80698822586,0,0,0,75,2020111200,1408
68,3.99,8.5,35.1629421408391,0,0,0,75,2020111504,2407
73,NA,9.22,25.2632579055038,0,0,0,75,2020111505,307
70,4.24,10.14,37.5312896128017,0,0,0,75,2020111512,2967
70,4.1,9.91,34.0659859684114,0,0,0,75,2020110801,2783
73,3.98,9.61,40.0032361190942,0,0,0,75,2020110808,1454
75,3.23,9.15,49.9905441058607,0,0,0,75,2020110810,1191
70,4.42,9.37,39.0331871616961,0,0,0,75,2020110810,2324
67,3.97,7.8,30.2275123025366,0,0,0,75,2020110900,40
67,4.02,9.67,30.3501647441987,0,0,0,75,2020110900,2407
68,3.86,9.95,37.0566971005242,0,0,0,75,2020110100,2117
74,3.84,9.43,43.7513165516193,0,0,0,75,2020110111,2129
71,3.45,9.6,44.4436148394795,0,0,0,75,2020110200,2145
67,3.42,9.23,41.630043238027,0,0,0,75,2020110200,3581
74,3.91,8.35,44.6647791889762,0,0,0,75,2020102512,2882
71,4.19,9.89,35.8358270450118,0,0,0,75,2020102513,2320
67,3.72,9.03,41.4954093846536,0,0,0,75,2020101800,2847
67,3.79,9.59,40.116461708381,0,0,0,75,2020101801,1489
73,4.11,8.97,41.7201450141296,0,0,0,75,2020101812,2138
68,4.14,7.86,36.4910619193248,0,0,0,75,2020101105,3970
74,4.06,10,41.9041215156696,0,0,0,75,2020101106,951
74,3.81,9.27,46.2033602674091,0,0,0,75,2020101106,2119
69,3.98,9.19,34.9481701953049,0,0,0,75,2020101111,1533
70,3.87,8.68,40.6847883120952,0,0,0,75,2020101300,2312
69,4.09,9.81,37.9492977537134,0,0,0,75,2020100100,621
70,4.06,9.97,38.5680956231961,0,0,0,75,2020100100,3345
72,4.24,9.76,40.8149543672414,0,0,0,75,2020100100,4162
69,3.98,8.82,41.0754537406466,0,0,0,75,2020100402,4121
70,4.24,7.5,34.4739742414477,0,0,0,75,2020100412,917
70,3.68,8.14,32.5839300883119,0,0,0,75,2020100412,1945
69,4.13,9.68,35.1820522425853,0,0,0,75,2020092707,1186
70,4.24,7.36,40.7054357549456,0,0,0,75,2020092708,3513
72,3.76,9.25,43.9302458449756,0,0,0,75,2020092713,893
73,3.97,9.11,43.1666908622841,0,0,0,75,2020092000,592
70,4.23,9.61,38.7541959018633,0,0,0,75,2020092005,2193
72,4.2,9.75,38.3220484838689,0,0,0,75,2020092007,2742
74,4.51,9.91,39.4737887717913,0,0,0,75,2020092007,3270
68,4.23,9.48,36.4071009557202,0,0,0,75,2020092010,500
67,4.18,8.59,33.8520796997762,0,0,0,75,2020092011,2917
68,4.36,10.06,34.0821184787566,0,0,0,75,2020091303,1166
73,4.13,9.63,42.3104537909959,0,0,0,75,2020091303,1364
68,3.5,9.43,45.4141090411339,0,0,0,75,2020091305,3555
70,3.78,8.32,39.6651005293066,0,0,0,75,2020091306,1911
68,4.31,9.91,34.6852475845279,0,0,0,75,2020091306,2029
63,NA,7.65,35.6108747435387,-1,0,1,75,2020091309,964
71,NA,8.81,45.4847776734151,0,0,0,75,2020091309,2357
68,3.95,9.46,37.5807942970874,0,0,0,75,2020091400,1066
66,4.21,9.99,30.0235324370734,0,0,0,75,2020091400,1373
66,4.16,7.98,34.2103741575564,0,0,0,75,2020091400,3381
